Label,Gene_x,Taxon_x,Reference_x,Gene_y,Taxon_y,Reference_y,Ontology
TIGAR,"Fructose-2,6-bisphosphatase TIGAR",NCBITaxon:9606,GO_REF:0000107,Trp53 induced glycolysis regulatory phosphatase,NCBITaxon:10090,MGI:MGI:5319065|PMID:22044588,GO1903146
RNF41,E3 ubiquitin-protein ligase NRDP1,NCBITaxon:9606,GO_REF:0000107,ring finger protein 41,NCBITaxon:10090,MGI:MGI:5603233|PMID:24949970,GO1903146
MFN2,Mitofusin-2,NCBITaxon:9606,GO_REF:0000024,mitofusin 2,NCBITaxon:10090,MGI:MGI:5498413|PMID:23620051,GO0061912
BAG3,BAG family molecular chaperone regulator 3,NCBITaxon:9606,PMID:18006506,BCL2-associated athanogene 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
USP30,Ubiquitin carboxyl-terminal hydrolase 30,NCBITaxon:9606,GO_REF:0000107,ubiquitin specific peptidase 30,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0061912
AMBRA1,Activating molecule in BECN1-regulated autophagy protein 1,NCBITaxon:9606,PMID:21753002,autophagy/beclin 1 regulator 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
WDR81,WD repeat-containing protein 81,NCBITaxon:9606,PMID:28404643,WD repeat domain 81,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
HDAC6,Histone deacetylase 6,NCBITaxon:9606,PMID:20457763,histone deacetylase 6,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
ATG2A,Autophagy-related protein 2 homolog A,NCBITaxon:9606,PMID:21873635,autophagy related 2A,NCBITaxon:10090,PMID:21873635,GO0061912
TOMM7,Mitochondrial import receptor subunit TOM7 homolog,NCBITaxon:9606,PMID:24270810,translocase of outer mitochondrial membrane 7,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
VPS13D,Vacuolar protein sorting-associated protein 13D,NCBITaxon:9606,PMID:29307555,vacuolar protein sorting 13D,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
AUP1,Lipid droplet-regulating VLDL assembly factor AUP1,NCBITaxon:9606,PMID:29902443,ancient ubiquitous protein 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
UFL1,E3 UFM1-protein ligase 1,NCBITaxon:9606,PMID:32160526,UFM1 specific ligase 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
PHB2,Prohibitin-2,NCBITaxon:9606,PMID:28017329,prohibitin 2,NCBITaxon:10090,MGI:MGI:6436385|PMID:28017329,GO0061912
TEX264,Testis-expressed protein 264,NCBITaxon:9606,PMID:31006537,testis expressed gene 264,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
VDAC1,Voltage-dependent anion-selective channel protein 1,NCBITaxon:9606,PMID:32047033,voltage-dependent anion channel 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
WDFY3,WD repeat and FYVE domain-containing protein 3,NCBITaxon:9606,PMID:20168092,WD repeat and FYVE domain containing 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
HTT,Huntingtin,NCBITaxon:9606,PMID:25686248,huntingtin,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
PJVK,Pejvakin,NCBITaxon:9606,GO_REF:0000024,pejvakin,NCBITaxon:10090,MGI:MGI:6294584|PMID:30936319,GO0061912
VPS13C,Vacuolar protein sorting-associated protein 13C,NCBITaxon:9606,PMID:26942284,vacuolar protein sorting 13C,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
SESN2,Sestrin-2,NCBITaxon:9606,GO_REF:0000107,sestrin 2,NCBITaxon:10090,MGI:MGI:5444071|PMID:22958918,GO0061912
PRKN,E3 ubiquitin-protein ligase parkin,NCBITaxon:9606,PMID:28017329,parkin RBR E3 ubiquitin protein ligase,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
LRSAM1,E3 ubiquitin-protein ligase LRSAM1,NCBITaxon:9606,PMID:23245322,leucine rich repeat and sterile alpha motif containing 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
NOD2,Nucleotide-binding oligomerization domain-containing protein 2,NCBITaxon:9606,GO_REF:0000107,nucleotide-binding oligomerization domain containing 2,NCBITaxon:10090,MGI:MGI:5299952|PMID:22033934,GO0061912
UFM1,Ubiquitin-fold modifier 1,NCBITaxon:9606,PMID:32160526,ubiquitin-fold modifier 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
RB1CC1,RB1-inducible coiled-coil protein 1,NCBITaxon:9606,PMID:21873635,RB1-inducible coiled-coil 1,NCBITaxon:10090,MGI:MGI:6323456|PMID:31006538,GO0061912
UBA5,Ubiquitin-like modifier-activating enzyme 5,NCBITaxon:9606,PMID:32160526,ubiquitin-like modifier activating enzyme 5,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
SPTLC2,Serine palmitoyltransferase 2,NCBITaxon:9606,PMID:25332431,"serine palmitoyltransferase, long chain base subunit 2",NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0061912
SPTLC1,Serine palmitoyltransferase 1,NCBITaxon:9606,PMID:25332431,"serine palmitoyltransferase, long chain base subunit 1",NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0061912
MAP1LC3B,Microtubule-associated proteins 1A/1B light chain 3B,NCBITaxon:9606,PMID:28017329,microtubule-associated protein 1 light chain 3 beta,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2,NCBITaxon:9606,PMID:25771791,calcium binding and coiled-coil domain 2,NCBITaxon:10090,PMID:21873635,GO0061912
SQSTM1,Sequestosome-1,NCBITaxon:9606,PMID:20457763,sequestosome 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
PINK1,"Serine/threonine-protein kinase PINK1, mitochondrial",NCBITaxon:9606,PMID:20871098,PTEN induced putative kinase 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
ATG5,Autophagy protein 5,NCBITaxon:9606,PMID:22982048,autophagy related 5,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
HSPB8,Heat shock protein beta-8,NCBITaxon:9606,PMID:18006506,heat shock protein 8,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
CDC37,Hsp90 co-chaperone Cdc37,NCBITaxon:9606,GO_REF:0000107,cell division cycle 37,NCBITaxon:10090,MGI:MGI:5607224|PMID:21855797,GO0061912
RETREG1,Reticulophagy regulator 1,NCBITaxon:9606,PMID:26040720,reticulophagy regulator 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
ADRB2,Beta-2 adrenergic receptor,NCBITaxon:9606,PMID:23708524,"adrenergic receptor, beta 2",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
RIPK2,Receptor-interacting serine/threonine-protein kinase 2,NCBITaxon:9606,GO_REF:0000107,receptor (TNFRSF)-interacting serine-threonine kinase 2,NCBITaxon:10090,MGI:MGI:5299952|PMID:22033934,GO0061912
ATG14,Beclin 1-associated autophagy-related key regulator,NCBITaxon:9606,PMID:23878393,autophagy related 14,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,NCBITaxon:9606,PMID:32160526,ubiquitin-fold modifier conjugating enzyme 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
NOD1,Nucleotide-binding oligomerization domain-containing protein 1,NCBITaxon:9606,GO_REF:0000107,nucleotide-binding oligomerization domain containing 1,NCBITaxon:10090,MGI:MGI:5299952|PMID:22033934,GO0061912
STBD1,Starch-binding domain-containing protein 1,NCBITaxon:9606,PMID:20810658,starch binding domain 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
BECN1,Beclin-1,NCBITaxon:9606,PMID:23878393,"beclin 1, autophagy related",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
MAPK3,Mitogen-activated protein kinase 3,NCBITaxon:9606,GO_REF:0000107,mitogen-activated protein kinase 3,NCBITaxon:10090,MGI:MGI:5299952|PMID:22033934,GO0061912
WIPI2,WD repeat domain phosphoinositide-interacting protein 2,NCBITaxon:9606,GO_REF:0000107,"WD repeat domain, phosphoinositide interacting 2",NCBITaxon:10090,MGI:MGI:5605433|PMID:24954904,GO0061912
TBK1,Serine/threonine-protein kinase TBK1,NCBITaxon:9606,GO_REF:0000107,TANK-binding kinase 1,NCBITaxon:10090,MGI:MGI:5645201|PMID:21617041,GO0061912
HTRA2,"Serine protease HTRA2, mitochondrial",NCBITaxon:9606,GO_REF:0000107,HtrA serine peptidase 2,NCBITaxon:10090,MGI:MGI:5581539|PMID:24709290,GO0061912
DDRGK1,DDRGK domain-containing protein 1,NCBITaxon:9606,PMID:32160526,DDRGK domain containing 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
OPTN,Optineurin,NCBITaxon:9606,PMID:25294927,optineurin,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
TIGAR,"Fructose-2,6-bisphosphatase TIGAR",NCBITaxon:9606,GO_REF:0000107,Trp53 induced glycolysis regulatory phosphatase,NCBITaxon:10090,MGI:MGI:5319065|PMID:22044588,GO0061912
UBQLN1,Ubiquilin-1,NCBITaxon:9606,PMID:21143716,ubiquilin 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
RNF41,E3 ubiquitin-protein ligase NRDP1,NCBITaxon:9606,GO_REF:0000107,ring finger protein 41,NCBITaxon:10090,MGI:MGI:5603233|PMID:24949970,GO0061912
ATG2B,Autophagy-related protein 2 homolog B,NCBITaxon:9606,PMID:21873635,autophagy related 2B,NCBITaxon:10090,PMID:21873635,GO0061912
ATG13,Autophagy-related protein 13,NCBITaxon:9606,PMID:21873635,autophagy related 13,NCBITaxon:10090,MGI:MGI:5607224|PMID:21855797,GO0061912
HUWE1,E3 ubiquitin-protein ligase HUWE1,NCBITaxon:9606,PMID:30217973,"HECT, UBA and WWE domain containing 1",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
STING1,Stimulator of interferon genes protein,NCBITaxon:9606,GO_REF:0000024,stimulator of interferon response cGAMP interactor 1,NCBITaxon:10090,MGI:MGI:5925643|PMID:29056340,GO0061912
LGALS8,Galectin-8,NCBITaxon:9606,PMID:22246324,"lectin, galactose binding, soluble 8",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0061912
PAX6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IRX3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NKX2-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OLIG2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gene,N/A,N/A,N/A,N/A,N/A,N/A,N/A
